命令,命令标题,命令类型,命令格式,响应格式,参数名,参数说明,参数取值/枚举,示例命令,示例响应,功能描述,错误/注意,备注
AT+CREG,查询网络注册状态,执行;查询;测试,AT+CREG=[<n>]<CR>|AT+CREG?<CR>|AT+CREG=?<CR>,"OK/ERROR|+CREG: <n>,<stat>[,<lac>,<ci>[,<Act>]] OK|+CREG: range of supported<n> OK",<n>;<stat>;<lac>;<ci>;<Act>,结果代码控制;网络注册状态;位置区代码;小区编号;接入技术,"<n>:0=禁止,1=允许,2=允许并提供LAC/CI;<stat>:0=未注册,1=已注册本地网络,2=未注册(搜寻基站),3=注册被拒绝,4=未知,5=已注册漫游,6=ltesms only home,7=ltesms only roaming,8=EMER SVCE ONLY,9=CSFB NOT PREFER HOME,10=CSFB NOT PREFER ROAMING;<lac>:字符串(2字节十六进制);<ci>:字符串(2字节十六进制);<Act>:0=GSM,1=GSM compact,2=UTRAN,3=GSM w/EGPRS,4=UTRAN w/HSDPA,5=UTRAN w/HSUPA,6=UTRAN w/HSDPA AND w/HSUPA,7=E-UTRAN,8=UTRAN w/HSPA+",AT+CREG=1|AT+CREG?|AT+CREG=?|AT+CREG=5,"OK|+CREG: 0,1 OK|+CREG: (0-2) OK|ERROR",查询模组当前网络注册状态，并可使能模组主动上报注册结果。,AT+CREG=5 返回 ERROR（示例：参数 5 不在允许范围内）。,参考 demo.docx 中 1.4 节内容。
