命令,命令标题,命令类型,命令格式,示例命令,示例响应,功能描述,备注,参数JSON
"AT+CREG","查询网络注册状态","执行;查询;测试","AT+CREG=[<n>]|AT+CREG?|AT+CREG=?","AT+CREG=1|AT+CREG?|AT+CREG=?","OK|+CREG: 0,1 OK|+CREG: (0-2) OK","查询或控制模块的网络注册状态","AT+CREG=5 返回 ERROR（参数超出范围）","[{""name"": ""<n>"", ""desc"": ""控制结果代码输出方式"", ""values"": {""0"": ""禁用上报"", ""1"": ""启用上报"", ""2"": ""上报并包含LAC/CI信息""}}, {""name"": ""<stat>"", ""desc"": ""网络注册状态"", ""values"": {""0"": ""未注册"", ""1"": ""已注册本地网络"", ""2"": ""正在搜索"", ""3"": ""注册被拒绝"", ""4"": ""未知"", ""5"": ""已注册漫游""}}, {""name"": ""<Act>"", ""desc"": ""接入技术"", ""values"": {""0"": ""GSM"", ""2"": ""UTRAN"", ""7"": ""E-UTRAN""}}]"
